,text,review_cleaned_lemmatized,rating
23725,What a value and so useful. We enjoy all that the Echo can do. The sound is excellent..........and it's so easy to set up and use.Thank you best buy,value useful enjoy echo sound excellentand easy set usethank best buy,5.0
16339,This tablet is perfect for a young child. The case it comes with is wonderful and seems very protective.,tablet perfect young child case come wonderful seem protective,5.0
23648,"Haven't had that much experience with it yet but from what I've done so far, it's been great fun. Love that it can be linked to my home security system. Also, so grateful Geek Squad offers a free class on how to use it. I plan on signing up for that soon!",havent much experience yet ive do far great fun love link home security system also grateful geek squad offer free class use plan signing soon,5.0
32095,The stick offers one of the best options if your trying to ween off the cable providers. Great offers,stick offer one best option try ween cable provider great offer,5.0
18729,This is a wonderful device and I would recommend this to anyone.,wonderful device would recommend anyone,5.0
27631,"We bought this for our daughter for Christmas. Once she opened it and set it up, I decided that I needed one as well. She is married and they use it all of the time. Easy to use. I would highly recommend this product.",bought daughter christmas open set decide need one well married use time easy use would highly recommend product,5.0
322,"Biting as a gift, my only concern was the size and the Amazon interface. It was easy enough to download the Google play store, so it was familiar to the user. Size was an initial concern, but it was just right to watch movies without being so cumbersome.",biting gift concern size amazon interface easy enough download google play store familiar user size initial concern right watch movie without cumbersome,5.0
15603,I would highly recommend this kindle. It is user friendly and not to big. But large enough to see easily,would highly recommend kindle user friendly big large enough see easily,5.0
19969,Love it very easy for young readers. Would definitely recommend,love easy young reader would definitely recommend,5.0
24884,Alexa is cool and works great. Speaker sounds good and has great options.,alexa cool work great speaker sound good great option,5.0
26703,This is my 3rd Echo. One on each floor of our house. Works great and has so many features. Everyone here loves it.,3rd echo one floor house work great many feature everyone love,5.0
2764,Excellent replacemwnt for an older model of rhe kindle.,excellent replacemwnt old model rhe kindle,5.0
4085,I love the Amazon Fire 7! It's very easy to use and I love the fact that you can turn the Blue Shade lighting on and off. It's fabulous for reading before bed.,love amazon fire 7 easy use love fact turn blue shade light fabulous reading bed,5.0
22410,Having so much fun asking Alexa all kinds of questions. She is so smart!,much fun ask alexa kind question smart,5.0
